timestamp,symbol,interval,open,high,low,close,volume
1766219272000,ETH-USDT,1s,2988.21,2988.21,2988.2,2988.21,0.037918
1766219273000,ETH-USDT,1s,2988.21,2988.21,2988.2,2988.21,0.029552
1766219274000,ETH-USDT,1s,2988.21,2988.31,2988.2,2988.2,0.050154
1766219275000,ETH-USDT,1s,2988.29,2988.31,2988.29,2988.3,0.037489
1766219276000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.3,0.041978
1766219277000,ETH-USDT,1s,2988.3,2988.31,2988.3,2988.31,0.050401
1766219278000,ETH-USDT,1s,2988.3,2988.31,2988.3,2988.3,0.04165
1766219279000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.3,0.048574
1766219280000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.3,0.046829
1766219281000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.039721
1766219282000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.3,0.048364
1766219283000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.040574
1766219284000,ETH-USDT,1s,2988.3,2988.31,2988.3,2988.31,0.072406
1766219285000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.046335
1766219286000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.033735
1766219287000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.042962
1766219288000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.036659
1766219289000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.056371
1766219290000,ETH-USDT,1s,2988.31,2988.31,2988.3,2988.31,0.03748
1766219291000,ETH-USDT,1s,2988.3,2988.31,2988.3,2988.31,0.040776
1766219292000,ETH-USDT,1s,2988.31,2988.75,2983.55,2983.55,0.040143
1766219293000,ETH-USDT,1s,2988.0,2988.75,2988.0,2988.75,0.044737
1766219294000,ETH-USDT,1s,2988.75,2988.75,2988.74,2988.74,0.059614
1766219295000,ETH-USDT,1s,2988.74,2988.75,2988.74,2988.75,0.051564
1766219296000,ETH-USDT,1s,2988.75,2988.75,2988.74,2988.74,0.056891
1766219297000,ETH-USDT,1s,2988.95,2988.95,2988.7,2988.95,0.023332
1766219298000,ETH-USDT,1s,2988.94,2988.95,2988.94,2988.95,0.030642
1766219299000,ETH-USDT,1s,2988.95,2988.95,2988.94,2988.95,0.054894
1766219300000,ETH-USDT,1s,2988.94,2988.95,2988.94,2988.94,0.050171
1766219301000,ETH-USDT,1s,2988.95,2988.95,2988.94,2988.95,0.038907
1766219302000,ETH-USDT,1s,2988.94,2988.95,2988.94,2988.95,0.067784
1766219303000,ETH-USDT,1s,2988.95,2988.95,2988.94,2988.94,0.0588
1766219304000,ETH-USDT,1s,2988.95,2988.95,2988.94,2988.95,0.052473
1766219305000,ETH-USDT,1s,2988.94,2988.95,2988.94,2988.94,0.036444
1766219306000,ETH-USDT,1s,2988.95,2988.95,2988.94,2988.95,0.042518
1766219307000,ETH-USDT,1s,2988.94,2988.95,2988.94,2988.95,0.047077
1766219308000,ETH-USDT,1s,2988.95,2988.95,2988.94,2988.94,0.064537
